speciesCode,comName,taxonOrder,familyCode
"rodsco1","Rodrigues Scops-Owl",8789.0,"strigi1"
"rodsol2","Rodrigues Solitaire",2428.0,"columb2"
"rodsta2","Rodrigues Starling",27843.0,"sturni1"
"rodtud1","Rodrigues Turtle-Dove",2014.0,"columb2"
"roeowl1","Rock Eagle-Owl",8930.0,"strigi1"
"roflov3","Rosy-faced Lovebird (Domestic type)",12747.0,"psitta4"
"rofpar1","Rose-fronted Parakeet (Garlepp's)",13049.0,"psitta3"
"rofpar2","Rose-faced Parrot",12864.0,"psitta3"
"rofpar3","Rose-fronted Parakeet",13045.0,"psitta3"
"rofpar4","Rose-fronted Parakeet (Rose-fronted)",13050.0,"psitta3"
"rofpar5","Rose-fronted Parakeet (Wavy-breasted)",13046.0,"psitta3"
"rofsha1","New Zealand King Shag",7439.0,"phalac1"
"rohpar1","Rose-headed Parakeet",13071.0,"psitta3"
"rolcis1","Rock-loving Cisticola (Rock-loving)",23392.0,"cistic2"
"rolcis2","Rock-loving Cisticola",23391.0,"cistic2"
"rolcis3","Rock-loving Cisticola (Lazy)",23396.0,"cistic2"
"rolcis4","Huambo Cisticola",23401.0,"cistic2"
"rolhaw","Rough-legged Hawk",8528.0,"accipi1"
"roller1","roller sp.",10348.0,"coraci1"
"roltyr1","White-fronted Tyrannulet",16781.0,"tyrann2"
"roltyr2","White-fronted Tyrannulet (Zeledon's)",16782.0,"tyrann2"
"roltyr3","Rough-legged Tyrannulet",16788.0,"tyrann2"
"roltyr4","White-fronted Tyrannulet (White-fronted)",16783.0,"tyrann2"
"rolwar1","Rote Leaf Warbler",25014.0,"phyllo4"
"romboo1","Romblon Boobook",9373.0,"strigi1"
"ronbus1","Rondonia Bushbird",13613.0,"thamno3"
"ronwaa1","Rondonia Warbling-Antbird",13888.0,"thamno3"
"rooant1","Rio Madeira Stipplethroat (Roosevelt)",13699.0,"thamno3"
"rook1","Rook",21554.0,"corvid1"
"rook2","Rook (Western)",21555.0,"corvid1"
"rook3","Rook (Eastern)",21556.0,"corvid1"
"ropbus1","Rosy-patched Bushshrike",20149.0,"malaco2"
"rorant1","Roraiman Antwren",13802.0,"thamno3"
"rorant2","Roraiman Antbird",13999.0,"thamno3"
"rorbar1","Roraiman Barbtail",15468.0,"furnar2"
"rorfly1","Roraiman Flycatcher",16854.0,"tyrann2"
"rornig1","Roraiman Nightjar",3536.0,"caprim2"
"rorpar","Rose-ringed Parakeet",12350.0,"psitta4"
"rosell1","rosella sp.",12507.0,"psitta4"
"rosfin","rosy-finch sp.",32309.0,"fringi1"
"rosgoo","Ross's Goose",272.0,"anatid1"
"rosgul","Ross's Gull",6448.0,"larida1"
"rosmin1","Rosy Minivet",18642.0,"campep2"
"rosmin3","Brown-rumped x Rosy Minivet (hybrid)",18643.0,"campep2"
"rospip1","Rosy Pipit",31856.0,"motaci1"
"rosrob1","Rose Robin",21765.0,"petroi2"
"rosspo1","Roseate Spoonbill",7533.0,"thresk1"
"rossta2","Rosy Starling",27829.0,"sturni1"
"roster","Roseate Tern",6761.0,"larida1"
"rostht1","Rosy Thrush-Tanager (Mexican)",32685.0,"rhodin1"
"rostht2","Rosy Thrush-Tanager (Panama)",32686.0,"rhodin1"
"rostht6","Rosy Thrush-Tanager (Southern)",32687.0,"rhodin1"
"rostur1","Ross's Turaco",2994.0,"musoph1"
"rotbec","Rose-throated Becard",16073.0,"tityri1"
"rotlon1","Rosy-throated Longclaw",31941.0,"motaci1"
"rotman1","Round-tailed Manakin",15844.0,"piprid1"
"rotmyz1","Rotuma Myzomela",18023.0,"meliph3"
"rotmyz2","Rote Myzomela",17986.0,"meliph3"
"rotswi1","Rothschild's Swift",3831.0,"apodid1"
"rottan1","Rose-throated Tanager",34409.0,"cardin1"
"rottan2","Rosy Thrush-Tanager",32684.0,"rhodin1"
"rotwhe1","Rota White-eye",25838.0,"zoster2"
"rourai1","Rouget's Rail",5326.0,"rallid1"
"rovrai1","Roviana Rail",5407.0,"rallid1"
"royalb1","Northern/Southern Royal Albatross",6975.0,"diomed1"
"royalb2","Southern Royal Albatross",6974.0,"diomed1"
"royalb3","Northern Royal Albatross",6973.0,"diomed1"
"roycin1","Royal Cinclodes",15111.0,"furnar2"
"royfly1","Tropical Royal Flycatcher",16101.0,"rfaall1"
"royfly2","Tropical Royal Flycatcher (Northern)",16102.0,"rfaall1"
"royfly3","Tropical Royal Flycatcher (Pacific)",16105.0,"rfaall1"
"royfly4","Tropical Royal Flycatcher (Amazonian)",16106.0,"rfaall1"
"royfly5","Atlantic Royal Flycatcher",16109.0,"rfaall1"
"roypar1","Royal Parrotfinch",31189.0,"estril1"
"roypar5","Royal Parrotfinch (Vanuatu)",31190.0,"estril1"
"roypen1","Royal Penguin",6964.0,"spheni1"
"royspo1","Royal Spoonbill",7528.0,"thresk1"
"roysun1","Royal Sunangel",4424.0,"trochi1"
"royter1","Royal Tern",6789.0,"larida1"
"royter2","West African Crested Tern",6788.0,"larida1"
"rrbtyr1","Red-rumped Bush-Tyrant",17110.0,"tyrann2"
"rrwfin1","Buff-throated Warbling Finch",34728.0,"thraup2"
"rsptyr1","Rufous-sided Scrub-Tyrant",16825.0,"tyrann2"
"rswfin1","Rufous-sided Warbling Finch",35440.0,"thraup2"
"rtatan1","Red-throated Ant-Tanager",34480.0,"cardin1"
"rtathr1","Red-tailed Ant-Thrush",28153.0,"turdid1"
"rtbcoc1","Red-tailed Black-Cockatoo",12157.0,"cacatu2"
"rtbcuc1","Rufous-throated Bronze-Cuckoo",3317.0,"cuculi1"
"rtbeat1","Red-throated Bee-eater",9777.0,"meropi1"
"rthhum","Ruby-throated Hummingbird",4802.0,"trochi1"
"rtlhum","Rufous-tailed Hummingbird",5111.0,"trochi1"
"rtpgua1","Red-throated Piping-Guan",868.0,"cracid2"
"rtpthr1","Rufous-tailed Palm-Thrush",29248.0,"muscic3"
"rtrthr1","Rufous-tailed Rock-Thrush",29651.0,"muscic3"
"rtsrob1","Rufous-tailed Scrub-Robin (Rufous-tailed)",28965.0,"muscic3"
"rtwbab1","Rufous-throated Wren-Babbler",25984.0,"timali1"
"rtweye1","Madanga",31848.0,"motaci1"
"ruacha1","Arnot's Chat (Ruaha)",29782.0,"muscic3"
"rubacc1","Rufous-breasted Accentor",31495.0,"prunel1"
"rubaka1","Rubeho Akalat",29338.0,"muscic3"
"rubant1","Rufous-breasted Antthrush",14494.0,"formic2"
"rubant15","Rufous-breasted Antthrush (Southern)",14499.0,"formic2"
"rubant16","Rufous-breasted Antthrush (Rufous-breasted)",14495.0,"formic2"
"rubant2","Rufous-backed Antvireo",13648.0,"thamno3"
"rubant3","Rufous-bellied Antwren",13679.0,"thamno3"
"rubant4","Rusty-backed Antwren",13851.0,"thamno3"
"rubant5","Rusty-breasted Antpitta",14348.0,"gralla2"
"rubant6","Rusty-breasted Antpitta (Rusty-breasted)",14350.0,"gralla2"
"rubant7","Leymebamba Antpitta",14351.0,"gralla2"
"rubant8","Rusty-breasted Antpitta (rara)",14349.0,"gralla2"
"rubbun1","Rufous-backed Bunting",32710.0,"emberi2"
"rubcha1","Rufous-bellied Chachalaca",952.0,"cracid2"
"rubcon1","Rufous-browed Conebill",35264.0,"thraup2"
"rubcra1","Ruddy-breasted Crake",5578.0,"rallid1"
"rubeag2","Rufous-bellied Eagle",8030.0,"accipi1"
"rubeup1","Rufous-bellied Euphonia",32069.0,"fringi1"
"rubfan1","Rufous-backed Fantail",20301.0,"rhipid1"
"rubfan2","Sulawesi Fantail",20311.0,"rhipid1"
"rubfan3","Taliabu Fantail",20316.0,"rhipid1"
"rubfly1","Rück's Blue Flycatcher",29109.0,"muscic3"
"rubfly2","Rufous-breasted Flycatcher",16244.0,"tyrann2"
"rubfly3","Rufous-browed Flycatcher",29105.0,"muscic3"
"rubhel1","Rufous-bellied Helmetshrike",19917.0,"vangid2"
"rubhem1","Rufous-browed Hemispingus",35445.0,"thraup2"
"rubher","Rufous-breasted Hermit",4242.0,"trochi1"
"rubher2","Rufous-bellied Heron",7713.0,"ardeid1"
"rubhon1","Rufous-backed Honeyeater",18071.0,"meliph3"
"rubhon2","Rufous-banded Honeyeater",17903.0,"meliph3"
"rubkin1","Rufous-backed Dwarf-Kingfisher",9967.0,"alcedi1"
"rubkoo1","Rufous-bellied Kookaburra",10039.0,"alcedi1"
"rublea1","Rufous-breasted Leaftosser",14569.0,"furnar2"
"rublea2","Rufous-breasted Leaftosser (Ceara)",14570.0,"furnar2"
"rublea3","Rufous-breasted Leaftosser (Rufous-breasted)",14571.0,"furnar2"
"rubmin1","Rufous-banded Miner",14596.0,"furnar2"
"rubmon1","Rusty-backed Monjita",17128.0,"tyrann2"
"rubnig1","Rufous-bellied Nighthawk",3513.0,"caprim2"
"rubnil1","Rufous-bellied Niltava",29060.0,"muscic3"
"rubnun1","Rusty-breasted Nunlet",10435.0,"buccon2"
"ruboro1","Russet-backed Oropendola",33613.0,"icteri1"
"ruboro2","Russet-backed Oropendola (Russet-backed)",33614.0,"icteri1"
"ruboro3","Russet-backed Oropendola (Green-billed)",33621.0,"icteri1"
"rubowl2","Rusty-barred Owl",9227.0,"strigi1"
"rubowl3","Rufous-banded Owl",9172.0,"strigi1"
"rubpep1","Rufous-browed Peppershrike",19051.0,"vireon1"
"rubpep2","Rufous-browed Peppershrike (Northern)",19052.0,"vireon1"
"rubpep3","Rufous-browed Peppershrike (Cozumel I.)",19067.0,"vireon1"
"rubpep4","Rufous-browed Peppershrike (Yellow-backed)",19068.0,"vireon1"
"rubpep5","Rufous-browed Peppershrike (Chaco)",19072.0,"vireon1"
"rubpep6","Rufous-browed Peppershrike (Ochre-crowned)",19075.0,"vireon1"
"rubpic1","Rufous-breasted Piculet",11080.0,"picida1"
"rubrat1","Rufous-booted Racket-tail",4685.0,"trochi1"
"rubred2","Rufous-backed Redstart",29604.0,"muscic3"
"rubrob","Rufous-backed Robin",28643.0,"turdid1"
"rubrob1","Rufous-backed Robin (Rufous-backed)",28644.0,"turdid1"
"rubrob2","Rufous-backed Robin (Grayson's)",28645.0,"turdid1"
"rubsab1","Rufous-breasted Sabrewing",4955.0,"trochi1"
"rubsal1","Rufous-bellied Mountain Tanager",34905.0,"thraup2"
"rubsee1","Ruddy-breasted Seedeater",35531.0,"thraup2"
"rubsee2","Rufous-bellied Seedsnipe",5968.0,"thinoc1"
"rubsho1","Rusty-bellied Shortwing",29349.0,"muscic3"
"rubsib1","Rufous-backed Sibia",26589.0,"leioth1"
"rubsib6","Rufous-backed Sibia (Dalat)",26595.0,"leioth1"
"rubsib7","Rufous-backed Sibia (Rufous-backed)",26590.0,"leioth1"
"rubsol1","Rufous-brown Solitaire",28350.0,"turdid1"
"rubsol2","Rufous-brown Solitaire (Chestnut-throated)",28351.0,"turdid1"
"rubsol3","Rufous-brown Solitaire (Peruvian)",28352.0,"turdid1"
"rubsol4","Rufous-brown Solitaire (Guianan)",28353.0,"turdid1"
"rubsol5","Rufous-brown Solitaire (Rufous-brown)",28354.0,"turdid1"
"rubspi2","Rufous-breasted Spinetail",15649.0,"furnar2"
"rubspi3","Russet-bellied Spinetail",15591.0,"furnar2"
"rubspi4","Rusty-backed Spinetail",15490.0,"furnar2"
"rubspi5","Coiba Spinetail",15495.0,"furnar2"
"rubsti1","Rufous-backed Stipplethroat",13692.0,"thamno3"
"rubswa1","Rufous-bellied Swallow",24253.0,"hirund2"
"rubtap1","Rusty-belted Tapaculo",14376.0,"rhinoc1"
"rubthr1","Rufous-bellied Thrush",28757.0,"turdid1"
"rubthr2","Rusty-backed Thrush",28402.0,"turdid1"
"rubtit1","Rufous-bellied Tit (Rufous-bellied)",22235.0,"parida1"
"rubtit2","Rufous-bellied Tit (Cinnamon-breasted)",22238.0,"parida1"
"rubtit3","Rufous-bellied Tit",22234.0,"parida1"
"rubtre1","Rufous-backed Treehunter",15235.0,"furnar2"
"rubtri1","Rufous-bellied Triller",18839.0,"campep2"
"rubtyr1","Rufous-browed Tyrannulet",16272.0,"tyrann2"
"rubwar1","Russet Bush Warbler",23836.0,"locust5"
"rubwhi1","Tenggara Whistler",19454.0,"pachyc2"
"rubwhi2","Selayar Whistler",19461.0,"pachyc2"
"rubwhi3","Tenggara Whistler (Rusty-breasted)",19455.0,"pachyc2"
"rubwhi5","Tenggara Whistler (Flores Sea)",19458.0,"pachyc2"
"rubwhi7","Tenggara Whistler (Sumba)",19459.0,"pachyc2"
"rubwoo1","Rufous-bellied Woodpecker",11318.0,"picida1"
"rubwre1","Rufous-breasted Wren",27483.0,"troglo1"
"rubwre14","Rufous-backed Wren (Rufous-backed)",27403.0,"troglo1"
"rubwre2","Rufous-browed Wren",27236.0,"troglo1"
"rucant1","Rufous-capped Antshrike",13505.0,"thamno3"
"rucant17","Rufous-capped Antthrush (Rufous-fronted)",14472.0,"formic2"
"rucant18","Rufous-capped Antthrush (Rufous-capped)",14468.0,"formic2"
"rucant2","Rufous-capped Antthrush",14467.0,"formic2"
"rucant3","Rufous-crowned Antpitta",14158.0,"conopo1"
"rucant4","Rufous-capped Antshrike (Northern)",13506.0,"thamno3"
"rucant5","Rufous-capped Antshrike (Southern)",13510.0,"thamno3"
"rucbab1","Rufous-capped Babbler",25976.0,"timali1"
"rucbab2","Rufous-crowned Babbler",26163.0,"pellor2"
"rucbab3","Rusty-crowned Babbler",25551.0,"zoster2"
"rucbee1","Rufous-crowned Bee-eater",9819.0,"meropi1"
"ruccoq1","Rufous-crested Coquette",4444.0,"trochi1"
"ruccra1","Russet-crowned Crake",5616.0,"rallid1"
"rucdot1","Rufous-chested Dotterel",5825.0,"charad1"
"rucdov1","Ruddy Cuckoo-Dove",2119.0,"columb2"
"rucela1","Rufous-crowned Elaenia",16689.0,"tyrann2"
"rucemu1","Rufous-crowned Emuwren",17637.0,"maluri1"
"rucere1","Rufous-crowned Eremomela",22961.0,"cistic2"
"rucfly1","Rufous-chested Flycatcher",29571.0,"muscic3"
"rucfly3","Tanimbar Flycatcher",29570.0,"muscic3"
"rucful1","Rusty-capped Fulvetta",26191.0,"pellor2"
"rucgre1","Rufous-crowned Greenlet",19082.0,"vireon1"
"ruchaw1","Rufous Crab Hawk",8418.0,"accipi1"
"ruchor1","Rusty-cheeked Hornbill",9723.0,"bucero1"
"ruchum1","Pirre Hummingbird",5011.0,"trochi1"
"ruckin","Ruby-crowned Kinglet",26844.0,"reguli1"
"ruckin1","Rufous-collared Kingfisher",10236.0,"alcedi1"
"ruclau1","Rufous-chinned Laughingthrush",26754.0,"leioth1"
"ruclau2","Rufous-crowned Laughingthrush",26832.0,"leioth1"
"ruclau3","Rufous-cheeked Laughingthrush",26749.0,"leioth1"
"rucmon1","Ochre-collared Monarch",20942.0,"monarc2"
"rucmot1","Russet-crowned Motmot",9851.0,"momoti1"
"rucmot2","Rufous-capped Motmot",9888.0,"momoti1"
"rucnig1","Rufous-cheeked Nightjar",3648.0,"caprim2"
"rucnun1","Rufous-capped Nunlet",10449.0,"buccon2"
"rucrob1","Rufous-collared Robin",28632.0,"turdid1"
"rucrol2","Purple Roller",10336.0,"coraci1"
"rucsee1","Rusty-collared Seedeater",35606.0,"thraup2"
"rucspa","Rufous-crowned Sparrow",33371.0,"passer3"
"rucspa1","Rufous-collared Sparrow",33158.0,"passer3"
"rucspa2","Rufous-breasted Sparrowhawk",8253.0,"accipi1"
"rucspa3","Rufous-breasted Sparrowhawk (Ethiopian)",8254.0,"accipi1"
"rucspa4","Rufous-breasted Sparrowhawk (Rufous-breasted)",8255.0,"accipi1"
"rucspa5","Rufous-collared Sparrow (Patagonian)",33186.0,"passer3"
"rucspa6","Rufous-collared Sparrow (Rufous-collared)",33159.0,"passer3"
"rucspi1","Rufous-capped Spinetail",15599.0,"furnar2"
"rucsun2","Ruby-cheeked Sunbird",30134.0,"nectar1"
"rucswa2","Rufous-chested Swallow",24262.0,"hirund2"
"ructan1","Ruby-crowned Tanager",34776.0,"thraup2"
"ructan2","Rufous-cheeked Tanager",35100.0,"thraup2"
"ructan3","Rufous-chested Tanager",34718.0,"thraup2"
"ructan4","Rufous-crested Tanager",34670.0,"thraup2"
"ructes1","Russet-capped Tesia",25092.0,"scotoc1"
"ructho1","Rufous-capped Thornbill",4521.0,"trochi1"
"rucwar","Rufous-capped Warbler",34225.0,"paruli1"
"rucwar1","Russet-crowned Warbler",34334.0,"paruli1"
"rucwar2","Rufous-capped Warbler (rufifrons Group)",34226.0,"paruli1"
"rucwar3","Rufous-capped Warbler (salvini)",34231.0,"paruli1"
"rucwar4","Chestnut-capped Warbler",34233.0,"paruli1"
"rudapa1","Rudd's Apalis",23098.0,"cistic2"
"rudcra1","Ruddy Crake",5642.0,"rallid1"
"rudduc","Ruddy Duck",778.0,"anatid1"
"rudduc2","Andean Duck (ferruginea)",782.0,"anatid1"
"rudfog1","Ruddy Foliage-gleaner (Rusty)",15212.0,"furnar2"
"rudfog2","Ruddy Foliage-gleaner (Black-tailed)",15218.0,"furnar2"
"rudfog3","Ruddy Foliage-gleaner (Cinnamon-throated)",15222.0,"furnar2"
"rudfog4","Ruddy Foliage-gleaner (Dusky)",15223.0,"furnar2"
"rudfog5","Ruddy Foliage-gleaner (Watkins's)",15229.0,"furnar2"
"rudkin1","Ruddy Kingfisher",10062.0,"alcedi1"
"rudlar1","Rudd's Lark",22474.0,"alaudi1"
"rudpig","Ruddy Pigeon",1987.0,"columb2"
"rudpig2","Ruddy Pigeon (Berlepsch's)",1988.0,"columb2"
"rudpig3","Ruddy Pigeon (Ruddy)",1991.0,"columb2"
"rudqud1","Ruddy Quail-Dove (Ruddy)",2315.0,"columb2"
"rudqud2","Ruddy Quail-Dove (Martinique)",2316.0,"columb2"
"rudshe","Ruddy Shelduck",421.0,"anatid1"
"rudspi1","Ruddy Spinetail",15672.0,"furnar2"
"rudspi7","Ruddy Spinetail (Sooty)",15680.0,"furnar2"
"rudspi9","Ruddy Spinetail (Ruddy)",15673.0,"furnar2"
"rudtof1","Ruddy Tody-Flycatcher",16393.0,"tyrann2"
"rudtre1","Ruddy Treerunner",15300.0,"furnar2"
"rudtur","Ruddy Turnstone",6161.0,"scolop2"
"rudwoo1","Ruddy Woodcreeper",14655.0,"furnar2"
"ruebus1","Rüppell's Bustard",2946.0,"otidid1"
"ruecha1","Rüppell's Chat",29778.0,"muscic3"
"ruegls1","Rüppell's Starling",27949.0,"sturni1"
"ruegri1","Rüppell's Griffon",7943.0,"accipi1"
"ruepar1","Rüppell's Parrot",12780.0,"psitta3"
"ruewar1","Rüppell's Warbler",25349.0,"sylvii1"
"ruewar2","Rufous-eared Warbler",23344.0,"cistic2"
"ruewea1","Rüppell's Weaver",30837.0,"plocei1"
"rufant1","antpitta sp. (Rufous/Chestnut Antpitta complex)",14284.0,"gralla2"
"rufant10","Urubamba Antpitta",14271.0,"gralla2"
"rufant11","Bolivian Antpitta",14275.0,"gralla2"
"rufant12","Rufescent Antshrike",13623.0,"thamno3"
"rufant2","Rufous-faced Antpitta",14293.0,"gralla2"
"rufant3","Rufous-fronted Antthrush",14491.0,"formic2"
"rufant4","Rufous-faced Antbird",14010.0,"thamno3"
"rufant5","Sierra Nevada Antpitta",14265.0,"gralla2"
"rufant6","Perija Antpitta",14266.0,"gralla2"
"rufant7","Muisca Antpitta",14268.0,"gralla2"
"rufant8","Cajamarca Antpitta",14279.0,"gralla2"
"rufant9","Junin Antpitta",14283.0,"gralla2"
"rufbab10","Rufous-fronted Babbler",25963.0,"timali1"
"rufbab2","Rufous-fronted Babbler (Rufous-fronted)",25969.0,"timali1"
"rufbab3","Rufous Babbler",26608.0,"leioth1"
"rufbar1","Rusty-fronted Barwing",26554.0,"leioth1"
"rufbri1","Rufous Bristlebird",18222.0,"dasyor1"
"rufcac2","Rufous Cacholote",15547.0,"furnar2"
"rufcan1","Rusty-fronted Canastero",15446.0,"furnar2"
"rufcas2","Rufous Casiornis",17269.0,"tyrann2"
"rufcha2","Rufous Chatterer",26623.0,"leioth1"
"rufcis1","Rufous Cisticola",23523.0,"cistic2"
"rufcou1","Rufous Coucal",3085.0,"cuculi1"
"rufcra1","Rufous-faced Crake",5621.0,"rallid1"
"rufcra2","Rusty-flanked Crake",5637.0,"rallid1"
"ruff","Ruff",6177.0,"scolop2"
"ruffan10","Solomons Rufous Fantail (Brown-backed)",20355.0,"rhipid1"
"ruffan11","Solomons Rufous Fantail (Rufous-backed)",20360.0,"rhipid1"
"ruffan12","Solomons Rufous Fantail (Dark-throated)",20363.0,"rhipid1"
"ruffan13","Australian Rufous Fantail",20338.0,"rhipid1"
"ruffan3","Gilolo Fantail",20337.0,"rhipid1"
"ruffan4","Louisiade Fantail",20342.0,"rhipid1"
"ruffan5","Micronesian Rufous Fantail (Guam)",20349.0,"rhipid1"
"ruffan6","Micronesian Rufous Fantail (Marianas)",20350.0,"rhipid1"
"ruffan7","Micronesian Rufous Fantail (Yap)",20353.0,"rhipid1"
"ruffan8","Santa Cruz Fantail (White-fronted)",20344.0,"rhipid1"
"ruffan9","Santa Cruz Fantail (Brown-fronted)",20347.0,"rhipid1"
"ruffie1","Rufous/Western Fieldwren",18280.0,"acanth2"
"ruffie2","Rufous Fieldwren",18271.0,"acanth2"
"ruffie3","Western Fieldwren",18279.0,"acanth2"
"ruffly1","Rufous Flycatcher",17278.0,"tyrann2"
"rufgle1","Ruddy Foliage-gleaner",15211.0,"furnar2"
"rufgna2","Ceara Gnateater",14176.0,"conopo1"
"rufgna3","Rufous Gnateater",14178.0,"conopo1"
"rufgro","Ruffed Grouse",1283.0,"phasia1"
"rufhor1","Rufous Hornbill",9711.0,"bucero1"
"rufhor2","Rufous Hornero",15047.0,"furnar2"
"rufhor3","Rufous Hornbill (Northern)",9712.0,"bucero1"
"rufhor4","Rufous Hornbill (Southern)",9714.0,"bucero1"
"rufhor6","Rufous Hornbill (Visayan)",9713.0,"bucero1"
"rufhum","Rufous Hummingbird",4826.0,"trochi1"
"rufimp1","Rufescent Imperial-Pigeon",2796.0,"columb2"
"rufimp2","Rufescent Imperial-Pigeon (Purple-rumped)",2797.0,"columb2"
"rufimp3","Rufescent Imperial-Pigeon (Green-rumped)",2798.0,"columb2"
"rufjuf1","Rusty-flanked Jungle Flycatcher",29341.0,"muscic3"
"ruflau1","Rufous-fronted Laughingthrush",26731.0,"leioth1"
"rufmon1","Rufous Monarch",20891.0,"monarc2"
"rufmot1","Rufous Motmot",9883.0,"momoti1"
"rufmou1","Rufous Mourner",17271.0,"tyrann2"
"rufnig1","Rufous Nightjar",3595.0,"caprim2"
"rufnig2","Rufous Nightjar (South American)",3596.0,"caprim2"
"rufnig3","Rufous Nightjar (Northern)",3601.0,"caprim2"
"rufnig4","Rufous Nightjar (St. Lucia)",3600.0,"caprim2"
"rufowl1","Rufous Fishing-Owl",8997.0,"strigi1"
"rufowl2","Rufous Owl",9318.0,"strigi1"
"rufpaf1","Rufous Paradise-Flycatcher (Northern)",20717.0,"monarc2"
"rufpaf2","Rufous Paradise-Flycatcher (Southern)",20718.0,"monarc2"
"rufpar1","Rufous-fronted Parakeet",12814.0,"psitta3"
"rufpar2","Rusty-faced Parrot",12852.0,"psitta3"
"rufpic1","Rufous Piculet",11108.0,"picida1"
"rufpih1","Rufous Piha",15929.0,"coting1"
"rufpot1","Rufous Potoo",3745.0,"nyctib1"
"rufpri1","Rufescent Prinia",23226.0,"cistic2"
"rufpri2","Rufous-fronted Prinia",23225.0,"cistic2"
"rufroc1","Cape Rockjumper",21886.0,"chaeto2"
"rufsab1","Rufous Sabrewing",4930.0,"trochi1"
"rufsco1","Rufescent Screech-Owl",8823.0,"strigi1"
"rufsco2","Rufescent Screech-Owl (Rufescent)",8825.0,"strigi1"
"rufsht2","Little Shrikethrush (Arafura)",19345.0,"pachyc2"
"rufsib1","Rufous Sibia",26506.0,"leioth1"
"rufson1","Rufous Songlark",23871.0,"locust5"
"rufspi1","Rufous Spinetail",15658.0,"furnar2"
"rufspi2","Rufous Spinetail (unirufa)",15659.0,"furnar2"
"rufspi3","Rufous Spinetail (munoztebari)",15660.0,"furnar2"
"rufspi4","Rufous Spinetail (meridana)",15661.0,"furnar2"
"rufspi5","Rufous Spinetail (ochrogaster)",15662.0,"furnar2"
"ruftai1","Rufous-fronted Tailorbird",23158.0,"cistic2"
"ruftho1","Rufous-fronted Thornbird",15347.0,"furnar2"
"ruftho2","Rufous-fronted Thornbird (Rufous-fronted)",15348.0,"furnar2"
"ruftho3","Plain Thornbird",15344.0,"furnar2"
"ruftho7","Rufous-fronted Thornbird (Rufous-winged)",15352.0,"furnar2"
"rufthr1","Rufous Flycatcher-Thrush",28148.0,"turdid1"
"ruftof1","Rusty-fronted Tody-Flycatcher",16402.0,"tyrann2"
"ruftre2","Rufous Treepie",21434.0,"corvid1"
"ruftre3","Rufous Treecreeper",17594.0,"climac1"
"ruftre4","Rusty-flanked Treecreeper",27056.0,"certhi2"
"ruftwi1","Rufous Twistwing",16452.0,"tyrann2"
"rufvan1","Rufous Vanga",19995.0,"vangid2"
"rufvan2","Rufous Vanga (rufa)",19996.0,"vangid2"
"rufvan3","Rufous Vanga (occidentalis)",19997.0,"vangid2"
"rufwar1","Rufous-faced Warbler",25123.0,"scotoc1"
"rufwhe1","Rufescent White-eye",25600.0,"zoster2"
"rufwhi1","Rufous Whistler",19558.0,"pachyc2"
"rufwhi6","Rufous Whistler (Grand Terre)",19564.0,"pachyc2"
"rufwhi7","Rufous Whistler (Australian)",19559.0,"pachyc2"
"rufwoo2","Rufous Woodpecker",11575.0,"picida1"
"rufwre1","Rufous Wren",27572.0,"troglo1"
"rugdov","Ruddy Ground Dove",2268.0,"columb2"
"rugfly1","Rufous-gorgeted Flycatcher",29533.0,"muscic3"
"ruhcha1","Rufous-headed Chachalaca",955.0,"cracid2"
"ruhgoo1","Ruddy-headed Goose",410.0,"anatid1"
"ruhpar2","Rufous-headed Parrotbill",25457.0,"parado1"
"ruhpar3","White-breasted Parrotbill",25456.0,"parado1"
"ruhrob1","Rufous-headed Robin",29378.0,"muscic3"
"ruhspi1","Rusty-headed Spinetail",15657.0,"furnar2"
"ruhtai2","Rufous-headed Tailorbird",25148.0,"scotoc1"
"ruhtan1","Rufous-headed Tanager",35212.0,"thraup2"
"ruhwoo1","Rufous-headed Woodpecker",11814.0,"picida1"
"rulkin1","Rufous-lored Kingfisher",10115.0,"alcedi1"
"rulowl1","Rufous-legged Owl",9228.0,"strigi1"
"rultyr1","Rufous-lored Tyrannulet",16277.0,"tyrann2"
"rumfly1","Rusty-margined Flycatcher",17387.0,"tyrann2"
"rumfog1","Russet-mantled Foliage-gleaner",15183.0,"furnar2"
"rumgua1","Rusty-margined Guan",888.0,"cracid2"
"rumgua5","Rusty-margined Guan (Blue-faced)",889.0,"cracid2"
"rumgua6","Rusty-margined Guan (Gray-faced)",890.0,"cracid2"
"rumsof1","Russet-mantled Softtail",15484.0,"furnar2"
"rumwar1","Rusty Mouse-Warbler",18299.0,"acanth2"
"runcou1","Running Coua",3071.0,"cuculi1"
"rungre1","Rufous-naped Greenlet",19155.0,"vireon1"
"rungrt1","Rufous-naped Ground-Tyrant (Rufous-naped)",17098.0,"tyrann2"
"rungrt2","Rufous-naped Ground-Tyrant (pallidiceps)",17097.0,"tyrann2"
"rungrt3","Rufous-naped Ground-Tyrant (Chestnut-naped)",17096.0,"tyrann2"
"runher1","Nankeen Night Heron",7610.0,"ardeid1"
"runhor1","Rufous-necked Hornbill",9736.0,"bucero1"
"runlar1","Rufous-naped Lark",22558.0,"alaudi1"
"runlar18","Plains Lark (Kabali's)",22553.0,"alaudi1"
"runlar2","Russet Lark",22585.0,"alaudi1"
"runlar3","Highland Lark (Sudan)",22536.0,"alaudi1"
